seq_month,bird_species,sample,seeds,tag,pool,total_no_reads_pool,OTU,no_reads_OTU,final_fate,plant_family,plant_genus ,first_plant_species_BLAST,first_plant_species_BOLD,notes,,,,,,,,,,,,,,,,,
Nov-2023,Manacus manacus,286,1,B,P_03,43495,P_03_B_02,4900,1,Boraginaceae,Myriopus,Myriopus salzmannii,Tournefortia volubilis,Tournefortia volubilis? https://www.colecionandofrutas.com.br/tournefortiarubicunda.htm Myriopus cf. rubicundus,,,,,,,,,,,,,,,,,
Nov-2023,Manacus manacus,286,1,B,P_03,43495,P_03_B_03,2586,1,Sapindaceae,Serjania/Paullinia,Serjania brachycarpa,Paullinia cururu,Serjania or Paullinia,,,,,,,,,,,,,,,,,
Nov-2023,Chiroxiphia galeata,297,1,C,P_01,23830,P_01_C_01,32,1,Siparunaceae,Siparuna,Siparuna guianensis,Siparuna macrotepala,,,,,,,,,,,,,,,,,,
Nov-2023,Turdus leucomelas,308,0,D,P_05,23036,P_05_D_01,149,1,Sapindaceae,Serjania/Paullinia,Serjania brachycarpa,Paullinia cururu,Serjania or Paullinia,,,,,,,,,,,,,,,,,
Nov-2023,Chiroxiphia galeata,381,1,D,P_01,23830,P_01_D_01,201,1,Rubiaceae,Psychotria,Palicourea guianensis,Psychotria pubescens,,,,,,,,,,,,,,,,,,
Nov-2023,Chiroxiphia galeata,381,1,D,P_01,23830,P_01_D_02,51,1,Verbenaceae,Lippia/Lantana,Lippia origanoides,Lantana camara,Lippia or Lantana,,,,,,,,,,,,,,,,,
Nov-2023,Chiroxiphia galeata,410,1,C,P_02,25904,P_02_C_01,106,1,Myrtaceae,Myrciaria,Myrciaria floribunda,Vochysia guatemalensis,"in neighboring plot, Myrciaria is now Myrcia ",,,,,,,,,,,,,,,,,
Nov-2023,Chiroxiphia galeata,412,1,D,P_02,25904,P_02_D_01,242,1,Meliaceae,Trichilia,Dysoxylum carolinae,Trichilia poeppigii,,,,,,,,,,,,,,,,,,
Nov-2023,Tachyphonus coronatus,419,1,E,P_04,30995,P_04_E_01,93,1,Amaranthaceae,Chamissoa,Chamissoa altissima,Chamissoa altissima,Chamissoa or Amaranthus,,,,,,,,,,,,,,,,,
Nov-2023,Tachyphonus coronatus,419,1,E,P_04,30995,P_04_E_02,31,1,Piperaceae,Piper,Piper amalago,Piper amalago,,,,,,,,,,,,,,,,,,
Nov-2023,Turdus leucomelas,422,0,A,P_04,30995,P_04_A_01,395,1,Poaceae,Oryza,Oryza sativa,Oryza sativa,rice!,,,,,,,,,,,,,,,,,
Nov-2023,Manacus manacus,468,1,E,P_01,23830,P_01_E_01,163,1,Melastomataceae,Miconia,Miconia pusilliflora,Clidemia urceolata,,,,,,,,,,,,,,,,,,
Nov-2023,Thlypopsis sordida,473,0,A,P_03,43495,P_03_A_01,177,1,Malvaceae,Luehea,Luehea grandiflora,Luehea seemannii,,,,,,,,,,,,,,,,,,
Nov-2023,Thlypopsis sordida,473,0,A,P_03,43495,P_03_A_02,70,1,Sapindaceae,Serjania/Paullinia,Serjania brachycarpa ,Paullinia cururu,Serjania or Paullinia,,,,,,,,,,,,,,,,,
Nov-2023,Thlypopsis sordida,473,0,A,P_03,43495,P_03_A_03,58,1,Fabaceae,Leucaena,Leucaena leucocephala,Leucaena leucocephala,,,,,,,,,,,,,,,,,,
Nov-2023,Chiroxiphia galeata,482,1,H,P_01,23830,P_01_H_01,22,1,Primulaceae,Stylogyne,Embelia philippinensis,Stylogyne cauliflora,changed ID on 31/july/2024,,,,,,,,,,,,,,,,,
Jul-2024,Thlypopsis sordida,252,1,C,P_07,1107,P_07_C_00,NA,3,NA,NA,NA,NA,not successfully sequenced,,,,,,,,,,,,,,,,,
Jul-2024,Eucometis penicillata,400,1,D,P_07,1107,P_07_D_00,NA,3,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Ramphocelus carbo,109,1,H,P_07,1107,P_07_H_00,NA,3,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Lathrotriccus euleri,365,1,A,P_08,291,P_08_A_00,NA,3,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,385,1,C,P_08,291,P_08_C_00,NA,3,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Leptopogon amaurocephalus,075,1,D,P_08,291,P_08_D_00,NA,3,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Myiodynastes maculatus,104,1,E,P_08,291,P_08_E_00,NA,3,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Pitangus sulphuratus,238,1,H,P_08,291,P_08_H_00,NA,3,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,458,1,C,P_11,16177,P_11_C_00,NA,3,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Eucometis penicillata,040,1,A,P_09,25923,P_09_A_01,136,1,Salicaceae,Casearia,Casearia sylvestris,Casearia sylvestris,same as seeds found!,,,,,,,,,,,,,,,,,
Jul-2024,Cnemotriccus fuscatus,043,1,B,P_12,26460,P_12_B_01,18446,1,Salicaceae,Casearia,Casearia sylvestris,Casearia sylvestris,,,,,,,,,,,,,,,,,,
Jul-2024,Cnemotriccus fuscatus,043,1,B,P_12,26460,P_12_B_02,1000,1,Meliaceae,Trichilia ,Dysoxylum densiflorum,Dysoxylum densiflorum,,,,,,,,,,,,,,,,,,
Jul-2024,Cnemotriccus fuscatus,043,1,B,P_12,26460,P_12_B_03,146,1,Combretaceae,Terminalia,Terminalia guyanensis,Terminalia foetidissima,,,,,,,,,,,,,,,,,,
Jul-2024,Cnemotriccus fuscatus,043,1,B,P_12,26460,P_12_B_07,25,1,Salicaceae,Casearia,Ryania speciosa,Casearia arborea,,,,,,,,,,,,,,,,,,
Jul-2024,Nemosia pileata,050,1,H,P_09,25923,P_09_H_01,23,1,Salicaceae,Casearia,Casearia sylvestris,Casearia sylvestris,,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,087,1,C,P_09,25923,P_09_C_01,114,1,Myrtaceae,Myrcia,Calyptranthes concinna,Calyptranthes chiapensis,"esse genero não existe mais, é tudo Myrcia agora",,,,,,,,,,,,,,,,,
Jul-2024,blank,blank,NA,C,P_13,996,P_13_C_00,NA,5,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,blank,blank,NA,D,P_13,996,P_13_D_00,NA,5,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,blank,blank,NA,E,P_13,996,P_13_E_00,NA,5,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,blank,blank,NA,H,P_13,996,P_13_H_00,NA,5,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,blank,blank,NA,A,P_13,996,P_13_A_01,22,5,Melastomataceae,Miconia,Miconia pusilliflora,Clidemia urceolata,,,,,,,,,,,,,,,,,,
Jul-2024,blank,blank,NA,B,P_13,996,P_13_B_01,427,5,Moraceae,Morus,Milicia regia,Streblus pendulinus,,,,,,,,,,,,,,,,,,
Jul-2024,blank,blank,NA,B,P_13,996,P_13_B_02,97,5,Melastomataceae,Miconia,Miconia pusilliflora,Clidemia urceolata,,,,,,,,,,,,,,,,,,
Jul-2024,blank,blank,NA,B,P_13,996,P_13_B_03,7,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Manacus manacus,437,1,A,P_07,1107,P_07_A_01,18,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Tachyphonus coronatus,272,1,B,P_07,1107,P_07_B_03,11,0,NA,NA,NA,NA,"detected as contamination in tag B, < 427 reads, excluded sampled ",,,,,,,,,,,,,,,,,
Jul-2024,Tachyphonus coronatus,272,1,B,P_07,1107,P_07_B_04,13,0,NA,NA,NA,NA,contamination?,,,,,,,,,,,,,,,,,
Jul-2024,Tachyphonus coronatus,272,1,B,P_07,1107,P_07_B_05,15,0,NA,NA,NA,NA,"detected as contamination in tag B, < 97 reads",,,,,,,,,,,,,,,,,
Jul-2024,Tachyphonus coronatus,272,1,B,P_07,1107,P_07_B_06,2,0,NA,NA,NA,NA,contamination?,,,,,,,,,,,,,,,,,
Jul-2024,Tachyphonus coronatus,272,1,B,P_07,1107,P_07_B_07,2,0,NA,NA,NA,NA,contamination?,,,,,,,,,,,,,,,,,
Jul-2024,Tachyphonus coronatus,420,1,E,P_07,1107,P_07_E_01,4,0,NA,NA,NA,NA,same as seeds found!,,,,,,,,,,,,,,,,,
Jul-2024,Myiarchus ferox,241,1,B,P_08,291,P_08_B_02,26,4,Moraceae,Morus,Milicia regia,Streblus pendulinus,"detected as contamination in tag B, < 427 reads",,,,,,,,,,,,,,,,,
Jul-2024,Myiarchus ferox,241,1,B,P_08,291,P_08_B_03,7,0,Moraceae,Morus,Milicia regia,Streblus pendulinus,contamination?,,,,,,,,,,,,,,,,,
Jul-2024,Myiarchus ferox,241,1,B,P_08,291,P_08_B_04,9,0,NA,NA,NA,NA,contamination?,,,,,,,,,,,,,,,,,
Jul-2024,Myiarchus ferox,241,1,B,P_08,291,P_08_B_05,2,0,NA,NA,NA,NA,"detected as contamination in tag B, < 7 reads",,,,,,,,,,,,,,,,,
Jul-2024,Myiarchus ferox,241,1,B,P_08,291,P_08_B_06,2,0,NA,NA,NA,NA,contamination?,,,,,,,,,,,,,,,,,
Jul-2024,Arremon flavirostris,099,1,E,P_11,16177,P_11_E_01,47,1,Sapindaceae,Serjania/Paullinia,Serjania brachycarpa,Paullinia cururu,,,,,,,,,,,,,,,,,,
Jul-2024,Arremon flavirostris,099,1,E,P_11,16177,P_11_E_02,26,1,Solanaceae,Nicotiana,Nicotiana solanifolia,Nicotiana rustica,small solanaceae present is probably Solanum americananum,,,,,,,,,,,,,,,,,
Jul-2024,Ramphocelus carbo,103,1,D,P_11,16177,P_11_D_01,65,1,Solanaceae,Nicotiana,Nicotiana solanifolia,Nicotiana rustica,,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,384,1,B,P_09,25923,P_09_B_03,2,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,384,1,B,P_09,25923,P_09_B_04,4,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,384,1,B,P_09,25923,P_09_B_05,2,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Ramphocelus carbo,103,1,D,P_11,16177,P_11_D_02,94,1,Boraginaceae,Cordia,Cordia spinescens,Cordia linnaei,,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,087,1,C,P_09,25923,P_09_C_02,9,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Ramphocelus carbo,110,1,A,P_11,16177,P_11_A_01,1310,1,Solanaceae,Cestrum,Nicotiana solanifolia,Nicotiana rustica,,,,,,,,,,,,,,,,,,
Jul-2024,Manacus manacus,287,1,D,P_09,25923,P_09_D_02,20,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Manacus manacus,287,1,D,P_09,25923,P_09_D_03,6,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Ramphocelus carbo,110,1,A,P_11,16177,P_11_A_02,100,1,Urticaceae,Cecropia,Cecropia pachystachya,Coussapoa villosa,,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,290,1,E,P_09,25923,P_09_E_02,2,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,290,1,E,P_09,25923,P_09_E_03,2,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,290,1,E,P_09,25923,P_09_E_04,2,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Ramphocelus carbo,110,1,A,P_11,16177,P_11_A_04,31,1,Rhamnaceae,Gouania ,Gouania lupuloides,Gouania lupuloides,,,,,,,,,,,,,,,,,,
Jul-2024,Myiarchus ferox,246,1,A,P_10,14221,P_10_A_03,9,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Myiarchus ferox,246,1,A,P_10,14221,P_10_A_04,7,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Myiarchus ferox,136,1,B,P_10,14221,P_10_B_02,5,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Myiarchus ferox,136,1,B,P_10,14221,P_10_B_03,2,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Myiarchus ferox,136,1,B,P_10,14221,P_10_B_04,2,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Myiarchus ferox,136,1,B,P_10,14221,P_10_B_05,2,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Myiarchus ferox,136,1,B,P_10,14221,P_10_B_08,310,4,Moraceae,Morus,Milicia regia,Streblus pendulinus,"detected as contamination in tag B, < 427 reads",,,,,,,,,,,,,,,,,
Jul-2024,Myiarchus ferox,136,1,B,P_10,14221,P_10_B_09,266,2,Moraceae,Morus,Milicia regia,Streblus pendulinus,93% match ,,,,,,,,,,,,,,,,,
Jul-2024,Myiarchus ferox,136,1,B,P_10,14221,P_10_B_12,31,2,NA,NA,NA,NA,< 98% similarity ,,,,,,,,,,,,,,,,,
Jul-2024,Myiarchus ferox,136,1,B,P_10,14221,P_10_B_13,12,0,NA,NA,NA,NA,97% match ,,,,,,,,,,,,,,,,,
Jul-2024,Turdus amaurochalinus,477,1,D,P_10,14221,P_10_D_02,14,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Turdus leucomelas,481,1,E,P_10,14221,P_10_E_02,18,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Turdus leucomelas,481,1,E,P_10,14221,P_10_E_03,9,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Ramphocelus carbo,110,1,A,P_11,16177,P_11_A_03,16,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Myiarchus ferox,136,1,B,P_10,14221,P_10_B_01,4048,1,Fabaceae,Albizia,Schleichera oleosa,Albizia coriaria,Fabaceae according to BOLD,,,,,,,,,,,,,,,,,
Jul-2024,Myiarchus ferox,136,1,B,P_10,14221,P_10_B_06,3055,1,Melastomataceae,Miconia,Miconia pusilliflora,Clidemia urceolata,>97 reads,,,,,,,,,,,,,,,,,
Jul-2024,Myiarchus ferox,136,1,B,P_10,14221,P_10_B_07,565,1,Fabaceae,Albizia,Myroxylon peruiferum,Albizia occidentalis,Fabaceae according to BOLD,,,,,,,,,,,,,,,,,
Jul-2024,Myiarchus ferox,136,1,B,P_10,14221,P_10_B_10,42,1,Solanaceae,Solanum,Capsicum annuum,Datura stramonium,,,,,,,,,,,,,,,,,,
Jul-2024,Myiarchus ferox,136,1,B,P_10,14221,P_10_B_11,27,1,Apocynaceae,Aspidosperma,Aspidosperma ramiflorum,Aspidosperma spruceanum,,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,447,1,B,P_11,16177,P_11_B_05,256,2,NA,NA,NA,NA,<98% similarity with any organism,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,447,1,B,P_11,16177,P_11_B_06,154,2,NA,NA,NA,NA,<98% similarity with any organism,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,447,1,B,P_11,16177,P_11_B_09,48,2,NA,NA,NA,NA,<98% similarity with any organism,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,447,1,B,P_11,16177,P_11_B_10,79,2,NA,NA,NA,NA,<98% similarity with any organism,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,447,1,B,P_11,16177,P_11_B_11,84,2,NA,NA,NA,NA,<98% similarity with any organism,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,447,1,B,P_11,16177,P_11_B_12,70,2,NA,NA,NA,NA,<98% similarity with any organism,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,447,1,B,P_11,16177,P_11_B_14,25,2,NA,NA,NA,NA,<98% similarity with any organism,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,447,1,B,P_11,16177,P_11_B_15,54,2,NA,NA,NA,NA,<98% similarity with any organism,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,447,1,B,P_11,16177,P_11_B_16,7,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,447,1,B,P_11,16177,P_11_B_17,16,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,447,1,B,P_11,16177,P_11_B_18,4,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,447,1,B,P_11,16177,P_11_B_19,4,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,447,1,B,P_11,16177,P_11_B_20,2,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,447,1,B,P_11,16177,P_11_B_21,4,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,447,1,B,P_11,16177,P_11_B_22,4,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,447,1,B,P_11,16177,P_11_B_23,4,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,447,1,B,P_11,16177,P_11_B_24,4,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,447,1,B,P_11,16177,P_11_B_25,2,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,447,1,B,P_11,16177,P_11_B_26,2,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Ramphocelus carbo,103,1,D,P_11,16177,P_11_D_03,2,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Arremon flavirostris,099,1,E,P_11,16177,P_11_E_03,9,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Arremon flavirostris,099,1,E,P_11,16177,P_11_E_04,4,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Arremon flavirostris,099,1,E,P_11,16177,P_11_E_05,2,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Arremon flavirostris,271,1,H,P_11,16177,P_11_H_02,5,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Arremon flavirostris,271,1,H,P_11,16177,P_11_H_03,2,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Ramphocelus carbo,322,1,A,P_12,26460,P_12_A_03,3,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Ramphocelus carbo,322,1,A,P_12,26460,P_12_A_04,5,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Cnemotriccus fuscatus,043,1,B,P_12,26460,P_12_B_04,58,2,NA,NA,NA,NA,<98% similarity with any organism,,,,,,,,,,,,,,,,,
Jul-2024,Cnemotriccus fuscatus,043,1,B,P_12,26460,P_12_B_05,24,2,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Cnemotriccus fuscatus,043,1,B,P_12,26460,P_12_B_06,36,2,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Cnemotriccus fuscatus,043,1,B,P_12,26460,P_12_B_08,2,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Cnemotriccus fuscatus,043,1,B,P_12,26460,P_12_B_09,6,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Cnemotriccus fuscatus,043,1,B,P_12,26460,P_12_B_10,2,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Cnemotriccus fuscatus,043,1,B,P_12,26460,P_12_B_11,2,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Thraupis sayaca,212,1,C,P_12,26460,P_12_C_01,39,1,Melastomataceae,Miconia,Miconia pusilliflora,Clidemia urceolata,,,,,,,,,,,,,,,,,,
Jul-2024,Thraupis sayaca,212,1,C,P_12,26460,P_12_C_02,28,1,Moraceae,Maclura,Maclura tinctoria,Maclura tinctoria,,,,,,,,,,,,,,,,,,
Jul-2024,Pitangus sulphuratus,244,1,D,P_12,26460,P_12_D_02,9,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Turdus leucomelas,257,1,E,P_12,26460,P_12_E_03,7,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Turdus leucomelas,257,1,E,P_12,26460,P_12_E_04,2,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Jul-2024,Myiarchus ferox,241,1,B,P_08,291,P_08_B_01,88,1,Melastomataceae,Miconia,Miconia pusilliflora,Clidemia urceolata,"same as seeds found! but detected as contamination? and < 97 reads, excluded sample",,,,,,,,,,,,,,,,,
Jul-2024,Pitangus sulphuratus,243,1,C,P_10,14221,P_10_C_01,59,1,Melastomataceae,Miconia,Miconia pusilliflora,Clidemia urceolata,,,,,,,,,,,,,,,,,,
Jul-2024,Pitangus sulphuratus,244,1,D,P_12,26460,P_12_D_01,104,1,Myrtaceae,Psidium,Psidium cattleyanum,Vochysia guatemalensis,,,,,,,,,,,,,,,,,,
Jul-2024,Myiarchus ferox,246,1,A,P_10,14221,P_10_A_01,1271,1,Melastomataceae,Miconia,Miconia pusilliflora,Clidemia urceolata,,,,,,,,,,,,,,,,,,
Jul-2024,Myiarchus ferox,246,1,A,P_10,14221,P_10_A_02,25,1,Malpighiaceae,Banisteriopsis,Banisteriopsis caapi,Banisteriopsis muricata,"not contamination bc with tag A, not B, and > 7 reads",,,,,,,,,,,,,,,,,
Jul-2024,Turdus leucomelas,257,1,E,P_12,26460,P_12_E_01,68,1,Myrtaceae,Syzygium,Syzygium cumini,Syzygium cumini,,,,,,,,,,,,,,,,,,
Jul-2024,Turdus leucomelas,257,1,E,P_12,26460,P_12_E_02,22,1,Fabaceae,Senna,Conzattia multiflora,Albizia julibrissin,,,,,,,,,,,,,,,,,,
Jul-2024,Arremon flavirostris,271,1,H,P_11,16177,P_11_H_01,24,1,Melastomataceae,Miconia,Miconia pusilliflora,Clidemia urceolata,,,,,,,,,,,,,,,,,,
Jul-2024,Tachyphonus coronatus,272,1,B,P_07,1107,P_07_B_01,449,1,Piperaceae,Piper,Piper amalago,Piper amalago,same as seeds found!,,,,,,,,,,,,,,,,,
Jul-2024,Tachyphonus coronatus,272,1,B,P_07,1107,P_07_B_02,45,1,Salicaceae,Casearia,Casearia sylvestris,Casearia sylvestris,,,,,,,,,,,,,,,,,,
Jul-2024,Manacus manacus,287,1,D,P_09,25923,P_09_D_01,50,1,Cannabaceae,Trema,Trema lamarckianum,Muntingia calabura,Muntingiaceae on BOLD,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,290,1,E,P_09,25923,P_09_E_01,146,1,Myrtaceae,Psidium,Psidium cattleyanum,Vochysia guatemalensis,,,,,,,,,,,,,,,,,,
Jul-2024,Ramphocelus carbo,321,1,H,P_12,26460,P_12_H_01,24,1,Solanaceae,Solanum,Solanum tuberosum,Datura stramonium,,,,,,,,,,,,,,,,,,
Jul-2024,Ramphocelus carbo,322,1,A,P_12,26460,P_12_A_01,1075,1,Piperaceae,Piper,Piper chamissonis,Piper aequale,,,,,,,,,,,,,,,,,,
Jul-2024,Ramphocelus carbo,322,1,A,P_12,26460,P_12_A_02,23,1,Sapindaceae,Serjania/Paullinia,Serjania brachycarpa,Paullinia cururu,,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,384,1,B,P_09,25923,P_09_B_01,19882,1,Melastomataceae,Miconia,Miconia pusilliflora,Clidemia urceolata,>97 reads,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,384,1,B,P_09,25923,P_09_B_02,31,1,Euphorbiaceae,Alchornea,Alchornea glandulosa,Alchornea costaricensis,,,,,,,,,,,,,,,,,,
Jul-2024,Tachyphonus coronatus,432,1,H,P_10,14221,P_10_H_01,24,1,Salicaceae,Casearia,Casearia sylvestris,Casearia praecox,,,,,,,,,,,,,,,,,,
Jul-2024,Manacus manacus,437,1,A,P_07,1107,P_07_A_02,25,1,Fabaceae ,Centrolobium,Centrolobium tomentosum,Pterocarpus soyauxii,Pterocarpus also,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,447,1,B,P_11,16177,P_11_B_01,4892,1,Bignoniaceae,Amphilophium,Amphilophium steyermarkii,Arrabidaea florida,"native, climbing ",,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,447,1,B,P_11,16177,P_11_B_02,1876,1,Urticaceae,Cecropia,Cecropia palmata,Cecropia membranacea,,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,447,1,B,P_11,16177,P_11_B_03,735,1,Sapindaceae,Serjania/Paullinia,Serjania brachycarpa,Pappea capensis,,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,447,1,B,P_11,16177,P_11_B_04,500,1,Solanaceae,Solanum,Capsicum annuum,Datura stramonium,"pimenta, maybe cultivated, herbaceous",,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,447,1,B,P_11,16177,P_11_B_07,111,1,Melastomataceae,Miconia,Miconia pusilliflora,Clidemia urceolata,> 97 reads,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,447,1,B,P_11,16177,P_11_B_08,94,1,Sapindaceae,Allophylus,Rhysotoechia florulenta,Rhysotoechia florulenta,,,,,,,,,,,,,,,,,,
Jul-2024,Chiroxiphia galeata,447,1,B,P_11,16177,P_11_B_13,38,1,Verbenaceae ,Citharexylum,Chaenorhinum minus,Chaenorhinum minus,,,,,,,,,,,,,,,,,,
Jul-2024,Turdus amaurochalinus,477,1,D,P_10,14221,P_10_D_01,37,1,Moraceae,Morus,Milicia regia,Streblus pendulinus,,,,,,,,,,,,,,,,,,
Jul-2024,Turdus leucomelas,481,1,E,P_10,14221,P_10_E_01,34,1,Arecaceae,Syagrus ,Sabal yapa,Acrocomia aculeata,Syagrus?,,,,,,,,,,,,,,,,,
Dec-24,Arremon flavirostris,003,0,D,P_14,19646,P_14_D_00,NA,3,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Dec-24,Leptopogon amaurocephalus,170,0,E,P_14,19646,P_14_E_00,NA,3,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Dec-24,Turdus leucomelas,359,0,D,P_16,8651,P_16_D_00,NA,3,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Dec-24,Arremon flavirostris,368,0,E,P_16,8651,P_15_E_00,NA,3,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
Dec-24,Arremon flavirostris,001,0,A,P_14,19646,P_14_A_01,5132,1,Acanthaceae,Justicia,Justicia candicans,Justicia ramosa,accepted name for this genus is now Dianthera ,,,,,,,,,,,,,,,,,
Dec-24,Arremon flavirostris,001,0,A,P_14,19646,P_14_A_02,2123,1,Fabaceae,Desmodium,Desmodium incanum,Desmodium procumbens,,,,,,,,,,,,,,,,,,
